,radiant_win,Disabler_radiant,Disabler_dire,Nuker_radiant,Nuker_dire,Carry_radiant,Carry_dire,Initiator_radiant,Initiator_dire,Escape_radiant,Escape_dire,Durable_radiant,Durable_dire,Support_radiant,Support_dire,Pusher_radiant,Pusher_dire,Jungler_radiant,Jungler_dire
10770,0,4,5,4,2,5,1,2,5,3,2.0,3,2.0,1,2.0,1,0.0,0,1.0
10771,0,2,5,4,3,1,4,0,4,4,3.0,1,4.0,2,1.0,0,0.0,1,1.0
10772,1,5,3,3,3,2,2,3,1,3,2.0,2,1.0,2,2.0,0,2.0,1,1.0
10773,1,4,5,3,4,3,3,3,3,2,1.0,3,2.0,2,2.0,1,2.0,0,0.0
10774,1,3,5,4,3,3,2,1,2,1,2.0,3,2.0,1,2.0,2,2.0,1,2.0
10775,0,4,5,4,4,1,2,2,2,2,2.0,2,1.0,2,2.0,1,1.0,0,1.0
10776,1,5,5,4,3,3,2,4,2,0,2.0,3,2.0,2,2.0,2,0.0,0,1.0
10777,1,5,3,5,2,2,4,3,1,2,2.0,1,1.0,3,1.0,0,1.0,1,1.0
10778,0,3,4,4,5,2,3,2,2,3,2.0,2,1.0,2,1.0,0,1.0,1,1.0
10779,0,3,5,2,4,3,3,3,3,3,2.0,1,2.0,2,2.0,2,1.0,1,0.0
10780,0,4,4,5,2,2,2,2,3,4,3.0,1,0.0,2,1.0,0,1.0,0,1.0
10781,1,4,3,4,3,1,4,4,0,1,3.0,3,1.0,2,1.0,1,1.0,2,1.0
10782,1,5,5,4,4,3,3,4,3,3,2.0,2,2.0,3,1.0,0,1.0,1,0.0
10783,1,4,3,3,2,1,3,4,2,2,5.0,2,1.0,3,1.0,0,1.0,0,1.0
10784,0,2,5,2,3,4,1,2,1,3,3.0,1,2.0,2,3.0,2,1.0,0,3.0
10785,1,5,5,5,3,1,3,3,1,2,3.0,2,1.0,3,1.0,1,1.0,0,0.0
10786,0,4,3,3,3,3,2,2,4,3,1.0,2,4.0,2,1.0,2,0.0,0,1.0
10787,1,4,3,5,2,2,1,2,1,3,3.0,2,3.0,2,2.0,0,2.0,0,2.0
10788,0,4,4,4,5,2,3,3,1,2,2.0,3,1.0,2,3.0,1,2.0,1,0.0
10789,1,4,5,3,5,3,1,1,5,3,2.0,2,3.0,3,1.0,1,1.0,1,1.0
10790,1,3,3,4,3,2,2,2,2,3,3.0,2,3.0,2,1.0,1,1.0,1,1.0
10791,0,3,2,4,3,2,2,3,1,1,3.0,3,2.0,2,2.0,0,2.0,0,3.0
10792,0,5,3,4,3,4,3,2,3,3,1.0,1,2.0,2,1.0,2,2.0,0,1.0
10793,1,4,3,5,3,1,3,2,2,1,2.0,3,4.0,2,1.0,0,2.0,0,3.0
10794,1,4,4,4,2,2,2,2,2,5,3.0,1,1.0,2,2.0,0,1.0,0,2.0
10795,0,4,2,2,3,4,2,2,1,2,4.0,3,0.0,1,2.0,0,2.0,1,2.0
10796,1,4,5,3,3,2,3,2,3,2,2.0,1,4.0,3,2.0,1,0.0,1,1.0
10797,1,5,4,4,2,1,4,4,1,2,3.0,2,0.0,2,1.0,0,2.0,1,1.0
10798,1,4,5,4,2,2,1,2,5,0,3.0,2,3.0,3,1.0,3,0.0,0,3.0
10799,1,3,5,3,3,2,2,1,4,4,3.0,0,4.0,2,1.0,3,0.0,2,1.0
10800,1,5,4,3,5,2,3,3,1,2,2.0,2,2.0,1,2.0,0,2.0,2,0.0
10801,1,4,4,3,3,2,2,3,3,3,2.0,1,3.0,2,0.0,0,1.0,1,1.0
10802,0,1,5,3,3,2,2,1,3,1,3.0,2,0.0,3,2.0,3,1.0,2,1.0
10803,1,4,3,5,4,2,2,2,2,4,2.0,1,1.0,1,3.0,2,1.0,1,0.0
10804,1,3,5,5,4,1,2,3,2,1,4.0,3,2.0,3,1.0,2,0.0,0,2.0
10805,0,2,5,4,4,2,2,1,4,1,2.0,2,3.0,1,2.0,2,1.0,1,0.0
10806,1,3,4,4,5,3,2,2,2,2,1.0,3,3.0,0,3.0,2,2.0,1,0.0
10807,1,5,2,4,4,2,2,3,2,2,3.0,4,2.0,2,1.0,0,2.0,0,0.0
10808,1,4,3,2,3,2,3,2,2,5,4.0,2,2.0,1,1.0,0,2.0,2,0.0
10809,0,3,5,3,4,1,2,1,3,3,2.0,2,3.0,2,3.0,1,0.0,2,1.0
10810,0,5,2,3,3,3,2,3,1,1,2.0,3,2.0,1,2.0,1,2.0,2,1.0
10811,0,4,3,4,3,2,2,3,2,3,2.0,2,0.0,2,2.0,0,3.0,0,2.0
10812,0,3,4,1,5,3,4,3,3,2,1.0,2,2.0,2,2.0,1,2.0,0,0.0
10813,1,3,5,3,3,3,2,2,4,3,4.0,2,2.0,1,2.0,1,0.0,0,1.0
10814,1,3,4,2,4,3,1,2,3,5,3.0,1,1.0,0,3.0,2,0.0,2,0.0
10815,1,4,2,1,3,3,3,2,1,3,4.0,2,1.0,1,2.0,0,1.0,3,0.0
10816,0,4,5,3,3,2,3,4,2,2,2.0,3,1.0,2,4.0,0,2.0,0,1.0
10817,1,5,3,4,4,2,3,3,2,3,3.0,1,1.0,3,2.0,0,2.0,1,2.0
10818,0,3,4,3,3,2,3,2,2,4,2.0,0,3.0,1,3.0,1,0.0,1,1.0
10819,1,5,3,3,4,4,3,3,1,3,3.0,2,1.0,2,1.0,0,2.0,1,0.0
10820,0,5,4,2,4,2,3,4,3,3,2.0,3,2.0,1,2.0,0,0.0,1,0.0
10821,1,5,4,5,2,2,3,2,4,3,2.0,1,2.0,3,2.0,1,2.0,0,1.0
10822,0,3,4,5,3,3,2,2,2,2,2.0,3,3.0,3,2.0,1,0.0,0,1.0
10823,1,2,4,2,2,2,2,2,4,5,4.0,2,2.0,0,1.0,1,0.0,1,1.0
10824,0,5,4,3,4,3,3,2,4,4,2.0,0,2.0,3,3.0,1,2.0,1,0.0
10825,0,5,3,4,3,2,3,4,2,1,2.0,3,2.0,2,1.0,1,1.0,1,1.0
10826,1,5,4,3,5,2,4,1,3,1,2.0,1,3.0,3,2.0,1,1.0,2,1.0
10827,1,4,4,5,4,2,3,3,1,2,2.0,3,0.0,1,3.0,1,2.0,0,0.0
10828,1,4,4,5,2,2,2,1,1,4,4.0,3,0.0,1,2.0,0,2.0,0,2.0
10829,1,5,2,4,3,3,3,4,2,3,2.0,1,1.0,3,0.0,0,2.0,1,1.0
10830,0,4,4,4,5,3,3,2,4,2,2.0,2,1.0,2,3.0,1,1.0,0,0.0
10831,0,4,3,2,4,4,2,3,3,3,2.0,4,1.0,0,2.0,1,1.0,2,0.0
10832,1,4,3,3,3,1,4,2,2,1,5.0,2,1.0,2,2.0,2,2.0,2,1.0
10833,0,3,5,4,4,3,2,3,2,3,1.0,1,2.0,2,3.0,1,1.0,1,1.0
10834,0,5,3,4,3,1,3,4,2,3,1.0,1,3.0,2,2.0,0,1.0,2,1.0
10835,1,5,4,4,4,3,2,5,2,2,3.0,3,1.0,1,2.0,1,0.0,0,1.0
10836,0,5,4,4,4,2,2,3,2,2,4.0,3,3.0,2,2.0,0,0.0,0,2.0
10837,0,4,5,2,2,3,2,2,2,2,2.0,4,2.0,0,3.0,1,2.0,2,1.0
10838,1,4,4,3,3,3,2,3,4,1,4.0,2,2.0,2,2.0,2,0.0,0,1.0
10839,1,4,5,3,3,3,2,4,2,3,3.0,1,2.0,2,1.0,1,1.0,0,2.0
10840,0,5,3,5,5,1,3,3,1,0,3.0,3,2.0,2,1.0,0,1.0,0,0.0
10841,0,4,5,4,4,2,3,4,2,3,1.0,2,2.0,1,2.0,0,1.0,0,0.0
10842,1,4,4,3,3,2,2,2,1,3,4.0,2,2.0,2,2.0,2,0.0,2,2.0
10843,0,5,5,3,4,2,3,5,2,3,4.0,1,1.0,2,2.0,1,0.0,1,3.0
10844,0,4,3,5,2,1,2,2,2,3,3.0,2,1.0,3,2.0,0,2.0,1,2.0
10845,0,4,3,4,4,1,2,2,2,2,4.0,3,1.0,3,2.0,0,1.0,1,1.0
10846,1,3,4,3,3,3,1,1,3,5,3.0,0,1.0,1,2.0,1,1.0,1,0.0
10847,1,4,3,2,1,2,3,4,2,3,4.0,2,2.0,1,0.0,0,1.0,1,2.0
10848,1,4,4,2,4,2,1,4,2,2,2.0,3,2.0,2,3.0,1,0.0,0,1.0
10849,0,4,5,3,2,2,2,3,3,2,2.0,4,2.0,2,2.0,0,1.0,0,1.0
10850,1,5,5,3,4,2,2,4,2,2,2.0,1,2.0,2,2.0,2,1.0,2,0.0
10851,1,4,4,4,4,2,2,4,3,2,2.0,3,2.0,2,2.0,0,0.0,1,0.0
10852,1,4,5,4,4,4,1,3,3,3,3.0,2,0.0,2,3.0,1,0.0,0,2.0
10853,1,5,4,4,4,3,3,3,3,2,2.0,2,1.0,1,3.0,1,2.0,1,0.0
10854,0,4,4,4,4,3,1,2,2,1,2.0,2,2.0,2,2.0,2,1.0,0,2.0
10855,0,3,4,4,5,2,3,3,3,4,2.0,2,2.0,2,1.0,1,2.0,0,1.0
10856,1,5,4,3,5,3,2,4,1,3,2.0,3,2.0,1,3.0,0,1.0,1,0.0
10857,1,4,2,3,5,1,2,4,0,4,2.0,3,0.0,1,2.0,0,1.0,2,1.0
10858,0,4,5,1,4,5,2,2,3,3,3.0,3,2.0,0,4.0,1,1.0,0,0.0
10859,1,2,3,4,4,2,1,1,2,2,3.0,2,1.0,1,2.0,2,0.0,1,1.0
10860,1,5,4,4,4,4,1,3,4,1,0.0,4,3.0,3,2.0,0,0.0,0,0.0
10861,0,5,4,3,4,2,5,3,2,3,2.0,1,3.0,2,1.0,1,1.0,2,1.0
10862,1,4,4,4,3,3,3,3,5,4,0.0,2,4.0,1,1.0,1,1.0,0,0.0
10863,1,4,3,4,4,3,4,4,1,2,3.0,3,1.0,1,3.0,0,3.0,0,0.0
10864,0,5,5,4,4,2,2,3,2,1,1.0,3,3.0,3,1.0,1,0.0,0,0.0
10865,1,4,5,4,5,3,2,2,4,1,0.0,2,4.0,1,1.0,1,0.0,1,0.0
10866,1,4,4,5,3,1,3,2,4,1,4.0,2,3.0,4,1.0,0,0.0,1,0.0
10867,1,5,4,3,4,4,3,3,3,4,3.0,3,1.0,1,3.0,1,2.0,0,1.0
10868,1,5,3,4,4,2,3,4,0,4,3.0,2,1.0,1,2.0,0,2.0,1,0.0
10869,0,3,5,5,3,3,1,2,3,4,2.0,2,2.0,2,1.0,0,0.0,0,3.0
10870,0,5,4,3,4,4,1,3,1,2,2.0,2,0.0,1,4.0,0,1.0,0,1.0
10871,0,4,5,3,5,3,2,4,3,3,1.0,0,0.0,1,3.0,0,0.0,2,0.0
10872,0,4,5,3,5,3,2,4,3,3,1.0,0,0.0,1,3.0,0,0.0,2,0.0
10873,1,4,4,4,5,2,2,1,2,1,2.0,2,1.0,3,2.0,1,1.0,0,0.0
10874,1,4,2,4,4,2,3,2,2,3,2.0,0,2.0,2,2.0,0,2.0,1,0.0
10875,1,5,4,4,4,1,4,1,3,1,3.0,0,2.0,4,1.0,1,1.0,2,0.0
10876,1,3,2,4,5,3,3,2,1,1,3.0,1,0.0,3,3.0,0,2.0,0,0.0
10877,1,3,4,4,5,3,2,0,2,3,0.0,0,1.0,2,2.0,3,0.0,1,0.0
10878,0,3,4,5,3,3,4,1,3,2,2.0,1,2.0,3,1.0,1,1.0,0,0.0
10879,1,3,5,3,4,4,2,4,4,2,1.0,3,1.0,0,3.0,1,0.0,1,0.0
10880,1,3,3,2,5,3,2,3,1,4,1.0,2,0.0,0,3.0,1,0.0,1,0.0
10881,1,4,5,3,5,2,3,3,3,4,2.0,1,2.0,1,3.0,0,1.0,1,0.0
10882,0,4,4,3,4,3,2,2,1,3,1.0,1,0.0,2,3.0,1,2.0,1,0.0
10883,0,4,5,3,4,3,2,3,1,2,1.0,1,2.0,0,4.0,0,1.0,1,0.0
10884,0,2,4,5,4,3,2,1,3,3,1.0,1,2.0,2,2.0,2,2.0,0,2.0
10885,1,5,4,2,4,1,3,2,2,2,4.0,2,0.0,2,1.0,0,1.0,2,0.0
10886,1,2,2,4,3,3,0,0,2,2,3.0,1,0.0,1,3.0,2,1.0,2,2.0
10887,0,4,4,3,5,2,3,3,1,3,2.0,1,1.0,0,2.0,1,2.0,1,1.0
10888,0,3,4,4,3,2,4,1,1,2,1.0,1,2.0,2,2.0,1,2.0,0,1.0
10889,1,5,4,5,4,1,3,5,2,2,1.0,2,2.0,2,2.0,0,0.0,1,0.0
10890,0,5,3,4,2,2,3,4,2,2,5.0,2,1.0,3,0.0,1,0.0,0,2.0
10891,0,4,4,3,4,3,2,3,0,3,2.0,3,1.0,2,3.0,0,0.0,1,1.0
10892,0,4,4,3,4,1,3,2,3,2,3.0,3,2.0,2,1.0,1,2.0,1,0.0
10893,1,4,3,2,5,3,1,2,3,5,2.0,0,1.0,1,2.0,0,1.0,1,1.0
10894,1,5,4,5,3,3,2,2,2,3,3.0,3,1.0,2,2.0,0,0.0,0,1.0
10895,0,4,4,5,3,2,3,2,4,0,2.0,1,3.0,2,0.0,1,0.0,0,1.0
10896,0,4,3,4,5,3,1,2,3,0,2.0,2,3.0,2,2.0,0,0.0,0,0.0
10897,1,3,2,4,3,4,2,3,2,3,4.0,1,2.0,1,1.0,1,0.0,0,0.0
10898,1,4,4,4,2,2,3,4,2,2,3.0,2,3.0,1,1.0,0,0.0,1,0.0
10899,1,3,3,4,2,1,3,3,1,1,4.0,1,0.0,3,1.0,2,2.0,1,2.0
10900,1,3,5,4,2,2,3,2,3,3,1.0,1,3.0,2,1.0,1,2.0,2,0.0
10901,1,4,4,4,3,3,2,3,2,2,3.0,1,2.0,2,1.0,1,1.0,0,1.0
10902,1,3,5,4,5,3,2,1,4,4,2.0,3,2.0,1,2.0,0,0.0,1,2.0
10903,0,5,5,4,4,2,2,4,1,2,2.0,3,2.0,1,3.0,0,0.0,1,1.0
10904,0,2,5,4,3,3,1,2,4,2,4.0,2,2.0,2,1.0,1,0.0,0,1.0
10905,1,5,5,4,3,3,3,4,2,1,1.0,4,2.0,2,1.0,0,1.0,1,0.0
10906,1,3,5,4,4,1,3,3,3,3,3.0,3,3.0,2,1.0,1,0.0,1,0.0
10907,1,4,5,3,4,3,1,1,3,1,4.0,3,1.0,1,2.0,1,0.0,2,2.0
10908,1,5,3,4,2,3,3,1,2,1,5.0,1,0.0,3,0.0,1,1.0,0,1.0
10909,1,5,5,3,4,3,3,3,2,2,4.0,2,2.0,1,2.0,0,0.0,0,2.0
10910,0,4,3,5,1,2,3,1,3,2,4.0,1,2.0,2,1.0,2,1.0,0,1.0
10911,0,3,5,2,5,2,4,2,3,3,3.0,1,2.0,2,1.0,0,1.0,1,1.0
10912,1,4,5,5,4,1,3,3,2,3,3.0,2,2.0,2,1.0,0,0.0,1,0.0
10913,0,5,3,4,3,2,2,3,1,2,0.0,1,1.0,1,2.0,2,2.0,1,1.0
10914,0,3,5,3,3,2,3,3,2,3,4.0,1,4.0,1,1.0,1,0.0,1,1.0
10915,0,5,3,4,2,3,3,5,1,2,4.0,3,1.0,1,1.0,0,2.0,0,2.0
10916,0,4,5,4,3,2,2,3,3,1,5.0,1,2.0,3,1.0,1,0.0,0,3.0
10917,0,4,4,4,1,1,4,3,2,4,5.0,0,1.0,2,0.0,0,1.0,2,1.0
10918,1,5,4,5,3,2,4,4,2,1,3.0,4,1.0,1,3.0,1,0.0,0,0.0
10919,1,5,3,4,2,1,4,3,1,1,2.0,3,0.0,1,2.0,0,2.0,1,0.0
10920,0,4,5,5,3,2,4,2,2,2,3.0,3,2.0,2,1.0,0,0.0,0,0.0
10921,1,4,5,5,4,2,3,3,4,1,1.0,3,2.0,1,2.0,1,1.0,0,0.0
10922,0,5,4,3,4,1,4,2,3,0,3.0,1,3.0,4,1.0,1,1.0,0,0.0
10923,1,4,5,2,4,2,2,3,3,3,2.0,2,2.0,1,2.0,1,1.0,1,1.0
10924,1,4,4,4,4,1,1,2,4,5,2.0,1,2.0,1,1.0,0,1.0,2,0.0
10925,0,5,5,3,4,3,3,3,3,4,1.0,2,2.0,2,2.0,0,0.0,1,2.0
10926,0,3,3,4,4,2,1,2,3,4,0.0,2,2.0,0,3.0,1,2.0,1,1.0
10927,0,5,5,4,4,1,2,5,2,3,2.0,2,1.0,1,2.0,0,0.0,1,1.0
10928,1,3,5,2,4,3,2,1,2,1,3.0,1,1.0,2,3.0,2,0.0,2,1.0
10929,1,4,4,3,4,3,2,4,3,1,3.0,2,1.0,1,2.0,0,1.0,1,0.0
10930,0,4,3,4,1,3,3,1,3,4,3.0,1,2.0,2,2.0,1,2.0,1,1.0
10931,0,5,4,4,4,3,2,1,4,0,1.0,2,2.0,2,2.0,0,1.0,0,1.0
10932,0,3,4,1,4,2,3,2,3,4,1.0,0,2.0,2,1.0,1,1.0,1,0.0
10933,0,4,1,4,4,3,1,3,1,2,4.0,1,2.0,1,1.0,1,0.0,2,0.0
10934,0,5,4,3,5,2,3,3,3,4,2.0,2,2.0,1,2.0,1,2.0,0,0.0
10935,1,4,4,4,4,2,3,2,1,3,1.0,2,1.0,2,1.0,1,2.0,0,0.0
10936,0,5,5,5,3,2,2,2,2,4,1.0,0,2.0,1,4.0,0,2.0,1,1.0
10937,0,4,4,4,3,3,3,3,2,2,3.0,2,0.0,2,2.0,1,1.0,0,1.0
10938,1,5,4,4,4,1,3,5,1,2,2.0,2,1.0,1,1.0,0,1.0,1,0.0
10939,1,4,4,3,3,1,3,3,2,4,5.0,3,2.0,2,0.0,0,0.0,1,2.0
10940,1,2,4,3,5,4,1,3,2,2,1.0,3,2.0,0,3.0,2,1.0,1,0.0
10941,1,5,4,2,4,2,3,2,4,5,1.0,1,2.0,1,1.0,0,1.0,2,1.0
10942,0,3,4,4,4,2,2,1,3,3,3.0,2,2.0,1,2.0,0,0.0,0,0.0
10943,1,3,4,4,3,3,2,2,3,2,2.0,0,2.0,1,3.0,2,1.0,1,1.0
10944,1,4,4,4,3,3,3,2,1,1,2.0,3,1.0,2,2.0,1,2.0,0,1.0
10945,1,5,3,5,3,1,2,5,2,3,4.0,1,1.0,1,2.0,0,1.0,1,1.0
10946,0,4,5,3,3,3,1,2,4,5,3.0,2,1.0,0,1.0,0,0.0,3,1.0
10947,0,4,4,3,3,2,3,3,3,5,2.0,0,5.0,1,1.0,2,1.0,1,1.0
10948,0,4,4,3,5,4,1,3,3,2,1.0,4,3.0,1,2.0,1,0.0,1,0.0
10949,0,3,4,4,3,2,3,3,1,3,3.0,2,2.0,1,2.0,0,1.0,1,1.0
10950,0,4,4,4,2,1,3,2,2,2,1.0,1,2.0,3,1.0,0,2.0,1,1.0
10951,0,4,4,4,3,1,0,1,4,3,4.0,1,1.0,3,1.0,1,0.0,1,2.0
10952,1,4,4,4,4,2,2,3,3,2,2.0,2,2.0,2,1.0,1,1.0,0,1.0
10953,0,4,4,2,3,2,2,3,3,3,3.0,3,1.0,1,2.0,1,0.0,1,0.0
10954,0,5,5,4,3,2,2,3,2,2,2.0,2,2.0,3,2.0,0,2.0,2,3.0
10955,1,4,5,3,4,4,2,1,3,3,2.0,2,1.0,1,4.0,1,0.0,1,1.0
10956,1,4,3,5,5,2,2,3,2,3,3.0,2,2.0,1,2.0,1,1.0,0,1.0
10957,0,4,4,4,5,1,2,3,2,3,3.0,0,1.0,2,1.0,1,0.0,0,1.0
10958,0,5,4,4,5,2,2,2,2,4,1.0,1,1.0,2,3.0,0,2.0,1,1.0
10959,0,5,5,5,2,3,4,3,4,3,4.0,1,4.0,1,1.0,1,0.0,0,1.0
10960,0,4,5,1,4,3,2,4,4,4,2.0,1,1.0,2,2.0,2,1.0,1,0.0
10961,1,4,5,2,3,3,2,3,2,5,1.0,2,1.0,1,2.0,1,1.0,2,1.0
10962,0,3,4,4,2,3,2,2,2,2,4.0,2,0.0,1,3.0,1,0.0,2,1.0
10963,0,4,4,4,3,5,2,2,4,4,3.0,2,2.0,1,2.0,1,0.0,0,0.0
10964,0,5,4,4,4,2,1,3,4,4,2.0,2,3.0,2,2.0,0,0.0,2,1.0
10965,0,5,4,3,4,3,2,3,2,2,2.0,4,1.0,2,2.0,0,1.0,1,1.0
10966,0,4,4,3,2,3,1,2,4,3,3.0,1,2.0,2,3.0,1,1.0,2,2.0
10967,0,5,4,4,3,3,2,4,3,3,1.0,1,3.0,1,2.0,0,1.0,1,1.0
10968,0,4,5,4,4,3,2,1,5,3,1.0,3,4.0,1,2.0,1,1.0,2,0.0
10969,0,5,4,4,3,3,2,2,3,4,2.0,1,3.0,2,2.0,0,0.0,1,0.0
10970,1,4,5,4,3,2,3,4,2,3,1.0,1,3.0,2,1.0,1,1.0,0,2.0
10971,0,5,5,3,4,3,2,3,4,2,2.0,3,2.0,2,2.0,1,1.0,1,1.0
10972,0,4,5,2,4,4,4,2,4,4,2.0,2,2.0,1,1.0,0,1.0,1,0.0
10973,0,4,5,4,4,3,3,2,4,4,3.0,2,2.0,1,2.0,0,0.0,1,0.0
10974,1,4,5,3,2,3,3,3,1,3,1.0,2,1.0,1,2.0,0,3.0,1,1.0
10975,0,4,3,4,3,3,4,4,2,3,2.0,2,2.0,1,1.0,0,2.0,0,0.0
10976,0,5,5,3,4,3,1,3,3,3,3.0,2,3.0,2,2.0,0,0.0,2,2.0
10977,1,4,5,3,4,4,2,3,4,3,0.0,3,2.0,1,2.0,0,0.0,2,1.0
10978,0,4,3,4,3,1,2,2,1,2,3.0,2,1.0,2,1.0,0,1.0,2,0.0
10979,0,4,4,3,3,2,4,3,2,3,3.0,4,2.0,1,3.0,0,1.0,1,1.0
10980,1,3,5,2,5,4,1,2,3,4,1.0,4,2.0,0,3.0,1,1.0,1,0.0
10981,0,3,4,4,4,3,2,2,3,3,1.0,0,2.0,3,2.0,3,1.0,1,1.0
10982,0,3,5,4,4,2,2,1,3,3,2.0,2,0.0,2,2.0,0,1.0,2,1.0
10983,1,2,4,3,3,2,2,1,3,3,3.0,2,3.0,1,0.0,1,1.0,1,2.0
10984,0,4,5,4,4,4,2,4,3,2,2.0,2,3.0,3,2.0,1,0.0,0,0.0
10985,0,2,5,1,3,4,2,1,3,4,2.0,2,0.0,1,2.0,1,1.0,0,0.0
10986,1,3,5,3,4,4,1,1,4,3,2.0,2,1.0,2,2.0,2,0.0,1,2.0
10987,1,4,3,4,4,2,3,3,1,2,3.0,1,2.0,2,2.0,0,1.0,1,0.0
10988,1,5,5,2,5,2,2,4,2,2,3.0,2,2.0,2,2.0,0,0.0,1,1.0
10989,0,5,4,2,3,3,2,2,4,1,1.0,2,3.0,2,2.0,1,0.0,2,1.0
10990,1,4,4,2,4,3,1,2,3,4,2.0,1,2.0,1,2.0,2,0.0,0,0.0
10991,0,5,5,3,4,2,1,4,2,3,1.0,3,2.0,3,3.0,0,0.0,1,1.0
10992,1,4,2,3,4,2,3,2,1,3,2.0,0,0.0,1,2.0,1,2.0,2,0.0
10993,1,4,5,4,5,4,1,2,5,0,2.0,1,2.0,1,1.0,2,0.0,0,0.0
10994,1,3,4,3,4,2,2,1,1,3,3.0,2,1.0,2,3.0,0,0.0,0,1.0
10995,0,3,4,4,4,3,1,3,2,1,3.0,3,2.0,2,3.0,1,1.0,0,2.0
10996,1,5,4,4,4,2,3,5,2,2,3.0,3,1.0,1,2.0,0,2.0,1,1.0
10997,0,5,4,4,2,1,3,2,3,4,4.0,0,3.0,3,1.0,0,0.0,2,2.0
10998,0,5,5,4,3,2,3,2,5,1,2.0,3,3.0,3,2.0,2,1.0,1,0.0
10999,1,4,4,2,4,0,3,3,4,3,2.0,0,3.0,2,1.0,0,2.0,2,0.0
11000,0,3,5,2,4,3,2,3,4,3,1.0,2,2.0,2,1.0,2,0.0,0,0.0
11001,0,5,4,4,2,2,4,3,2,2,3.0,1,2.0,2,1.0,1,2.0,2,1.0
11002,0,3,3,3,5,4,1,2,2,4,2.0,1,3.0,1,1.0,0,1.0,0,0.0
11003,1,3,5,4,3,3,2,2,3,2,0.0,1,3.0,2,1.0,1,1.0,0,1.0
11004,1,4,5,3,2,1,4,3,1,2,4.0,1,2.0,1,2.0,0,1.0,1,1.0
11005,1,4,4,3,3,3,3,3,1,2,2.0,3,2.0,2,2.0,1,1.0,0,1.0
11006,1,5,3,3,3,3,2,2,1,4,2.0,1,3.0,1,2.0,1,1.0,1,1.0
11007,1,4,5,4,3,3,1,2,3,2,2.0,1,3.0,2,3.0,1,0.0,0,1.0
11008,0,5,4,3,3,2,2,3,3,2,2.0,3,3.0,1,2.0,0,0.0,1,1.0
11009,1,5,4,2,4,2,3,5,3,3,1.0,2,2.0,1,1.0,0,1.0,1,1.0
11010,1,3,4,3,3,3,2,1,2,4,3.0,1,3.0,2,1.0,0,1.0,0,0.0
11011,0,5,4,4,3,2,2,3,4,3,3.0,2,0.0,2,2.0,0,1.0,0,2.0
11012,0,4,2,3,4,3,1,3,1,3,4.0,2,1.0,2,1.0,0,1.0,1,1.0
11013,1,4,3,5,3,2,2,2,2,0,2.0,2,4.0,3,1.0,0,1.0,0,1.0
11014,0,4,5,2,4,5,2,1,2,3,1.0,4,1.0,1,4.0,1,1.0,1,0.0
11015,1,4,5,4,3,3,2,2,3,3,1.0,1,1.0,2,2.0,1,1.0,0,1.0
11016,1,4,4,3,4,2,3,4,2,2,2.0,1,2.0,2,3.0,2,1.0,1,1.0
11017,1,5,3,5,3,2,2,3,3,3,3.0,1,1.0,1,1.0,1,1.0,0,1.0
11018,1,4,4,4,3,2,2,2,2,2,1.0,3,0.0,2,2.0,0,2.0,0,0.0
11019,0,3,4,3,4,2,2,0,3,3,3.0,3,2.0,3,1.0,1,1.0,1,1.0
11020,1,4,3,3,3,2,3,3,1,3,3.0,0,2.0,1,2.0,1,0.0,1,1.0
11021,1,4,4,4,3,2,1,4,2,3,3.0,0,2.0,2,1.0,0,0.0,1,2.0
11022,0,3,4,2,4,3,1,2,3,2,2.0,2,0.0,1,2.0,3,1.0,1,1.0
11023,0,2,4,2,3,2,3,2,3,3,3.0,3,2.0,2,1.0,0,1.0,1,1.0
11024,1,2,4,5,3,2,2,1,3,2,2.0,1,0.0,2,3.0,1,2.0,0,3.0
11025,1,4,5,3,4,4,2,2,3,1,2.0,3,2.0,1,3.0,1,0.0,2,2.0
11026,1,3,3,2,4,5,0,1,3,3,1.0,2,2.0,1,3.0,2,0.0,1,2.0
11027,0,3,4,4,2,2,2,1,3,3,2.0,1,3.0,3,1.0,0,1.0,1,2.0
11028,1,5,3,5,3,5,2,2,1,2,4.0,2,2.0,3,2.0,0,0.0,0,2.0
11029,0,4,5,5,2,3,2,3,3,3,2.0,0,3.0,1,3.0,2,1.0,1,1.0
11030,0,4,5,4,3,4,1,2,4,4,2.0,1,2.0,2,2.0,1,0.0,1,1.0
11031,1,4,5,1,3,3,3,4,4,2,2.0,3,3.0,1,3.0,0,0.0,1,2.0
11032,1,2,4,4,5,2,2,1,2,1,4.0,2,2.0,3,1.0,2,1.0,1,0.0
11033,0,4,3,3,3,3,2,1,1,1,3.0,0,1.0,2,1.0,2,1.0,0,2.0
11034,0,5,5,5,3,1,4,2,3,2,3.0,2,1.0,2,2.0,0,2.0,1,0.0
11035,0,4,4,2,4,5,2,2,2,3,2.0,3,1.0,0,2.0,2,1.0,1,1.0
11036,0,3,4,1,3,3,2,2,2,3,2.0,1,3.0,2,1.0,2,1.0,1,1.0
11037,0,3,5,5,4,3,1,2,5,1,1.0,1,3.0,2,2.0,2,0.0,0,1.0
11038,0,2,4,4,2,2,3,2,1,3,2.0,0,2.0,2,2.0,1,2.0,1,1.0
11039,1,4,5,4,4,3,2,2,2,1,1.0,4,1.0,0,3.0,0,1.0,1,0.0
11040,1,3,4,4,4,2,3,2,2,4,1.0,2,2.0,1,2.0,1,0.0,0,1.0
